id,hp,price
10329,54,4320
10330,60,2040
10331,53,212
10332,41,4100
10333,34,2006
10334,56,2072
10335,57,1482
10336,49,2842
10337,56,2520
10338,40,2360
10339,58,3886
10340,38,1368
10341,48,2304
10342,36,1332
10343,36,2052
10344,55,4070
10345,54,4212
10346,51,3417
10347,30,960
10348,60,2400
10349,56,3808
10350,29,232
10351,51,4539
10352,45,360
10353,61,4819
10354,30,60
10355,30,150
10356,42,2520
10357,61,4209
10358,34,2142
10359,48,480
10360,55,770
10361,59,3658
10362,56,4032
10363,44,1320
10364,57,627
10365,34,476
10366,48,3936
10367,28,1148
10368,38,1672
10369,39,1209
10370,54,2538
10371,60,5040
10372,50,650
10373,47,4136
10374,56,1904
10375,27,378
10376,60,1200
10377,55,2915
10378,52,260
10379,33,165
10380,27,1890
10381,40,2520
10382,35,105
10383,48,3792
10384,49,3038
10385,31,1550
10386,59,4248
10387,45,2610
10388,47,282
10389,28,504
10390,50,4550
10391,41,2829
10392,27,648
10393,61,5246
10394,40,3240
10395,56,2744
10396,47,1645
10397,60,2820
10398,58,4930
10399,45,2385
10400,48,3552
10401,47,1974
10402,32,1056
10403,52,676
10404,56,2520
10405,60,2400
10406,50,3100
10407,33,2904
10408,52,4784
10409,44,352
10410,35,840
10411,38,304
10412,54,216
10413,51,3162
10414,56,4648
10415,51,2142
10416,47,4512
10417,53,3286
10418,29,1073
10419,53,1537
10420,56,280
10421,42,3150
10422,46,3818
10423,32,1408
10424,48,960
10425,55,2145
10426,28,1176
10427,35,2765
10428,57,969
10429,50,3250
10430,30,420
10431,46,4278
10432,34,1462
10433,59,4956
10434,57,5529
10435,57,1881
10436,35,2275
10437,48,3936
10438,58,5742
10439,40,1440
10440,39,1599
10441,45,855
10442,51,2193
10443,45,3285
10444,30,1230
10445,58,4234
10446,49,4557
10447,42,2310
10448,32,320
10449,47,3149
10450,39,3705
10451,38,76
10452,60,5100
10453,58,2030
10454,54,3942
10455,42,3906
10456,30,930
10457,59,1475
10458,39,3393
10459,28,2632
10460,27,1296
10461,38,2774
10462,38,1368
10463,55,5280
10464,58,4756
10465,48,2448
10466,58,754
10467,49,3528
10468,39,195
10469,51,4437
10470,46,3128
10471,33,264
10472,37,1369
10473,59,5841
10474,42,2940
10475,41,123
10476,39,1989
10477,27,2484
10478,56,4984
10479,39,1482
10480,61,5063
10481,57,2679
10482,40,960
10483,29,2349
10484,27,702
10485,43,1720
10486,42,1302
10487,56,1176
10488,46,2944
10489,47,1880
10490,44,3520
10491,36,36
10492,56,1400
10493,48,4176
10494,46,1472
10495,56,560
10496,27,1296
10497,30,2640
10498,27,1323
10499,30,2910
10500,57,2793
10501,55,1375
10502,56,4256
10503,44,2332
10504,52,1508
10505,51,2142
10506,48,3648
10507,52,416
10508,57,4332
10509,37,3367
10510,59,2478
10511,47,1410
10512,59,649
10513,48,2256
10514,51,1326
10515,43,129
10516,49,4606
10517,33,2178
10518,40,2080
10519,58,1102
10520,46,2898
10521,59,2891
10522,49,3626
10523,31,341
10524,44,3916
10525,59,826
10526,36,1692
10527,42,3864
10528,34,3230
10529,48,960
10530,37,3145
10531,44,2992
10532,27,2403
10533,47,3196
10534,53,636
10535,44,44
10536,37,1295
10537,40,1960
10538,43,3999
10539,44,440
10540,44,44
10541,31,2821
10542,41,2091
10543,32,2208
10544,41,2911
10545,32,736
10546,43,215
10547,47,2914
10548,42,2184
10549,54,5400
10550,30,1350
10551,58,2842
10552,56,3864
10553,28,672
10554,46,3266
10555,37,3108
10556,47,2961
10557,30,2070
10558,38,3420
10559,44,2552
10560,59,1239
10561,39,2769
10562,60,3240
10563,28,2184
10564,50,850
10565,33,1122
10566,44,3828
10567,51,765
10568,57,1482
10569,56,3976
10570,29,2146
10571,35,1960
10572,38,2660
10573,31,2511
10574,29,2668
10575,52,1300
10576,54,5346
10577,35,1015
10578,41,1476
10579,50,1400
10580,29,203
10581,27,918
10582,52,3120
10583,33,825
10584,43,645
10585,36,2700
10586,37,444
10587,30,1770
10588,52,3016
10589,60,1980
10590,34,2516
10591,29,2581
10592,52,1404
10593,52,4888
10594,43,1849
10595,30,1740
10596,31,1240
10597,41,2255
10598,37,3441
10599,42,1554
10600,56,672
10601,50,1650
10602,29,841
10603,34,544
10604,49,4655
10605,47,3290
10606,48,816
10607,38,3420
10608,42,3486
10609,40,1240
10610,50,1300
10611,34,374
10612,58,1682
10613,55,110
10614,53,4770
10615,31,2263
10616,30,2370
10617,58,2900
10618,49,490
10619,56,2016
10620,58,5626
10621,43,1806
10622,42,1848
10623,29,2262
10624,31,2852
10625,42,2520
10626,41,2255
10627,49,343
10628,35,2205
10629,59,2655
10630,28,2548
10631,60,4560
10632,33,2211
10633,33,528
10634,49,1372
10635,53,583
10636,38,1102
10637,58,2726
10638,34,544
10639,33,1320
10640,39,1053
10641,60,4560
10642,42,882
10643,30,2400
10644,57,3249
10645,55,1870
10646,38,2356
10647,48,1584
10648,30,2970
10649,41,2214
10650,27,2646
10651,46,230
10652,54,2970
10653,47,3243
10654,57,3363
10655,33,2871
10656,36,1512
10657,60,480
10658,41,2911
10659,37,1184
10660,50,1450
10661,49,2695
10662,57,2223
10663,41,943
10664,34,1870
10665,29,638
10666,51,3060
10667,60,5460
10668,47,611
10669,55,5280
10670,36,3312
10671,48,4656
10672,43,3053
10673,28,2576
10674,45,1890
10675,35,1330
10676,50,4350
10677,60,660
10678,39,2379
10679,41,2173
10680,45,3915
10681,58,4176
10682,33,1254
10683,61,1403
10684,50,4950
10685,38,2546
10686,54,162
10687,27,1188
10688,32,2496
10689,49,3381
10690,50,2150
10691,54,1566
10692,33,2508
10693,60,4620
10694,60,1080
10695,60,2880
10696,34,748
10697,55,1320
10698,50,1600
10699,52,4940
10700,48,768
10701,47,2068
10702,27,351
10703,52,5096
10704,60,3180
10705,56,672
10706,27,2565
10707,29,1189
10708,27,2052
10709,38,342
10710,56,5432
10711,44,924
10712,43,3225
10713,28,504
10714,41,2665
10715,52,3276
10716,57,3135
10717,52,676
10718,34,3128
10719,37,666
10720,44,2948
10721,41,2501
10722,33,1254
10723,27,891
10724,53,4346
10725,39,2730
10726,55,1155
10727,49,2499
10728,42,1806
10729,30,780
10730,56,4424
10731,44,1364
10732,56,1680
10733,37,888
10734,38,1444
10735,52,3432
10736,29,261
10737,48,3744
10738,42,966
10739,48,4128
10740,56,3472
10741,57,741
10742,32,2208
10743,31,1023
10744,34,2176
10745,45,2835
10746,60,4800
10747,27,2322
10748,59,2596
10749,57,798
10750,58,1682
10751,52,728
10752,29,638
10753,36,108
10754,61,4819
10755,55,3520
10756,60,2580
10757,51,1275
10758,34,1700
10759,57,2736
10760,33,2772
10761,38,3002
10762,35,2835
10763,54,1296
10764,55,1760
10765,56,728
10766,38,1178
10767,39,1989
10768,31,372
10769,27,27
10770,48,3216
10771,59,5841
10772,55,2640
10773,36,2124
10774,43,1806
10775,44,3300
10776,61,244
10777,60,180
10778,37,2405
10779,44,924
10780,54,3996
10781,33,1782
10782,44,1716
10783,56,2464
10784,55,495
10785,44,3036
10786,45,315
10787,40,1920
10788,54,1890
10789,61,4758
10790,51,1632
10791,57,2109
10792,59,2950
10793,48,2640
10794,27,783
10795,37,3071
10796,44,2024
10797,35,140
10798,50,2700
10799,42,1218
10800,40,2080
10801,55,1320
10802,40,1160
10803,49,4361
10804,51,3519
10805,55,2695
10806,51,1530
10807,51,2040
10808,46,2208
10809,41,123
10810,53,3922
10811,33,792
10812,30,2190
10813,59,5369
10814,27,189
10815,59,4248
10816,31,2325
10817,29,261
10818,51,1989
10819,32,1664
10820,30,570
10821,27,162
10822,44,1672
10823,29,609
10824,48,1344
10825,34,1666
10826,30,1110
10827,30,2670
10828,38,1862
10829,37,185
10830,53,477
10831,39,2340
10832,38,2698
10833,27,2241
10834,48,3456
10835,49,2009
10836,40,640
10837,60,5820
10838,40,1840
10839,38,3268
10840,51,1785
10841,43,1032
10842,56,3640
10843,50,1250
10844,53,3922
10845,48,4464
10846,28,420
10847,39,2418
10848,54,432
10849,51,2550
10850,28,140
10851,51,4335
10852,43,3526
10853,43,3311
10854,33,1518
10855,48,4416
10856,43,430
10857,60,4440
10858,39,2262
10859,55,550
10860,50,4600
10861,56,1400
10862,48,3936
10863,43,2107
10864,35,1960
10865,32,1984
10866,34,3162
10867,29,2697
10868,54,4212
10869,30,1950
10870,55,880
10871,50,2850
10872,45,4095
10873,48,3072
10874,54,270
10875,52,260
10876,27,2592
10877,49,4459
10878,29,986
10879,58,1508
10880,60,4200
10881,31,2294
10882,29,2726
10883,41,3362
10884,27,54
10885,40,400
10886,55,165
10887,39,3276
10888,28,672
10889,45,1305
10890,41,1476
10891,59,4071
10892,30,1530
10893,45,1665
10894,27,2592
10895,60,1980
10896,60,1680
10897,37,1850
10898,36,756
10899,52,4264
10900,57,570
10901,51,3417
10902,44,4180
10903,54,2970
10904,45,1530
10905,60,3660
10906,57,2679
10907,39,1911
10908,40,2520
10909,58,464
10910,56,4368
10911,38,38
10912,50,3800
10913,50,3100
10914,29,1276
10915,45,4275
10916,31,403
10917,58,5510
10918,32,1984
10919,59,295
10920,48,1872
10921,56,5488
10922,35,2415
10923,38,418
10924,40,2880
10925,42,3402
10926,27,756
10927,28,2772
10928,33,2673
10929,40,40
10930,34,1564
10931,49,2352
10932,54,2430
10933,44,836
10934,34,782
10935,43,3440
10936,51,3264
10937,39,2769
10938,58,3190
10939,51,3111
10940,49,441
10941,27,702
10942,34,1938
10943,50,850
10944,54,2862
10945,39,546
10946,47,3901
10947,40,1520
10948,54,1728
10949,49,2499
10950,47,141
10951,33,1914
10952,48,2688
10953,49,3185
10954,60,4140
10955,54,1242
10956,36,468
10957,45,3105
10958,41,451
10959,61,2867
10960,30,1560
10961,58,522
10962,33,462
10963,56,3136
10964,48,3600
10965,28,1540
10966,51,4641
10967,50,3850
10968,33,1518
10969,35,1505
10970,42,2352
10971,49,2303
10972,60,5940
10973,53,4505
10974,44,1452
10975,31,1240
10976,31,1550
10977,53,1007
10978,61,2806
10979,45,3870
10980,38,3686
10981,37,925
10982,48,3840
10983,60,5940
10984,33,891
10985,36,1764
10986,44,88
10987,46,736
10988,27,2052
10989,54,1080
10990,29,1044
10991,59,2478
10992,41,1927
10993,48,3648
10994,61,3233
10995,33,2409
10996,39,2340
10997,48,576
10998,45,1350
10999,37,592
11000,60,3840
11001,51,4947
11002,33,3267
11003,32,864
11004,48,4176
11005,44,4268
11006,41,4100
11007,34,1326
11008,29,2349
11009,42,672
11010,27,2106
11011,41,2870
11012,42,630
11013,36,2916
11014,43,946
11015,51,3468
11016,32,2976
11017,56,2912
11018,28,2100
11019,44,1496
11020,30,750
11021,48,672
11022,48,288
11023,50,2250
11024,57,4674
11025,55,1045
11026,32,2816
11027,55,2475
11028,46,92
11029,48,4272
11030,29,1160
11031,42,1596
11032,35,910
11033,57,4275
11034,35,1505
11035,55,4730
11036,53,689
11037,30,1590
11038,31,1364
11039,33,66
11040,46,4370
11041,45,4140
11042,34,2890
11043,30,2250
11044,43,43
11045,31,806
11046,60,4500
11047,32,160
11048,56,5600
11049,37,2109
11050,31,1178
11051,28,1596
11052,28,2800
11053,54,2970
11054,37,148
11055,38,76
11056,54,1026
11057,61,976
11058,53,3604
11059,41,1804
11060,53,3498
11061,29,2262
11062,42,2604
11063,28,1624
11064,51,3060
11065,54,4968
11066,57,1596
11067,49,1127
11068,39,2145
11069,30,2130
11070,36,1512
11071,50,4050
11072,59,1180
11073,43,2021
11074,32,3008
11075,54,2970
11076,28,1736
11077,36,1260
11078,40,840
11079,31,1240
11080,55,2420
11081,58,4756
11082,35,840
11083,58,2378
11084,37,148
11085,60,4620
11086,38,2774
11087,37,666
11088,56,3472
11089,39,3159
11090,55,2750
11091,29,2494
11092,35,280
11093,35,2940
11094,30,1170
11095,40,1720
11096,31,1891
11097,36,1296
11098,36,1656
11099,44,308
11100,35,3255
11101,37,3626
11102,54,3780
11103,54,4752
11104,56,616
11105,39,429
11106,33,1782
11107,53,4187
11108,55,825
11109,59,1534
11110,45,2340
11111,37,962
11112,61,5185
11113,59,4130
11114,35,1190
11115,46,4462
11116,44,2860
11117,48,144
11118,31,2263
11119,27,2187
11120,60,4500
11121,39,3432
11122,50,800
11123,28,224
11124,42,462
11125,58,3538
11126,33,3234
11127,29,1508
11128,39,2145
11129,36,396
11130,37,296
11131,31,1705
11132,34,850
11133,51,2244
11134,36,612
11135,56,1064
11136,39,273
11137,42,2184
11138,59,5605
11139,30,1620
11140,28,1204
11141,50,5000
11142,28,2296
11143,28,224
11144,51,1887
11145,32,1312
11146,35,1155
11147,42,3486
11148,39,3549
11149,30,2820
11150,50,2150
11151,54,432
11152,52,364
11153,42,2520
11154,51,612
11155,49,2254
11156,56,3696
11157,60,4680
11158,28,672
11159,58,1276
11160,42,3360
11161,29,2001
11162,59,4720
11163,50,4800
11164,57,2052
11165,41,2009
11166,52,1040
11167,49,1568
11168,47,376
11169,39,936
11170,52,1456
11171,37,1924
11172,30,2400
11173,32,2592
11174,42,2982
11175,59,236
11176,33,957
11177,50,4850
11178,56,1344
11179,48,4080
11180,49,490
11181,35,3220
11182,55,4620
11183,37,1369
11184,32,288
11185,46,3496
11186,38,266
11187,57,2565
11188,33,3168
11189,42,1092
11190,34,544
11191,53,4982
11192,50,2850
11193,47,4371
11194,61,61
11195,53,3392
11196,59,3127
11197,42,2478
11198,29,1566
11199,50,2950
11200,61,1342
11201,52,5148
11202,36,1728
11203,39,1911
11204,60,3900
11205,29,116
11206,35,1680
11207,61,5734
11208,41,123
11209,53,5194
11210,54,1566
11211,33,1452
11212,54,1566
11213,38,3648
11214,33,1683
11215,52,3224
11216,48,3888
11217,30,510
11218,36,3204
11219,40,1040
11220,55,1925
11221,37,1665
11222,27,648
11223,51,2346
11224,58,2146
11225,40,1600
11226,51,4998
11227,54,4320
11228,44,3652
11229,47,893
11230,27,297
11231,50,4150
11232,43,2795
11233,44,3080
11234,57,2280
11235,49,637
11236,41,3321
11237,61,1281
11238,53,4293
11239,49,4459
11240,44,3256
11241,55,220
11242,46,4140
11243,34,918
11244,33,2970
11245,27,2214
11246,41,4059
11247,57,2223
11248,28,2128
11249,42,1050
11250,60,2640
11251,42,2646
11252,36,1224
11253,29,1711
11254,56,5320
11255,33,264
11256,38,1558
11257,57,4617
11258,51,867
11259,32,1056
11260,57,912
11261,59,2773
11262,59,5841
11263,49,245
11264,37,1147
11265,35,3115
11266,34,442
11267,46,4554
11268,39,390
11269,51,816
11270,33,2541
11271,28,2016
11272,27,1296
11273,43,559
11274,38,3192
11275,29,2001
11276,47,2585
11277,39,117
11278,40,1000
11279,32,2624
11280,58,2146
11281,59,2242
11282,49,4263
11283,37,2257
11284,61,61
11285,56,2352
11286,27,756
11287,45,4275
11288,35,2135
11289,32,2432
11290,42,1680
11291,41,779
11292,30,270
11293,50,900
11294,45,2250
11295,55,1870
11296,40,2840
11297,39,2535
11298,28,336
11299,61,4331
11300,44,1540
11301,50,3150
11302,32,2624
11303,37,3589
11304,41,1927
11305,49,4606
11306,42,2436
11307,41,3444
11308,54,5400
11309,49,1715
11310,49,2989
11311,44,1320
11312,42,2520
11313,53,1537
11314,39,2106
11315,43,215
11316,50,2050
11317,53,5194
11318,32,192
11319,38,3230
11320,41,2173
11321,30,2220
11322,56,1064
11323,31,961
11324,36,3456
11325,60,5100
11326,48,1248
11327,27,2079
11328,27,2646
11329,42,504
11330,38,3686
11331,54,4104
11332,54,4698
11333,39,1326
11334,31,589
11335,43,2408
11336,35,1260
11337,58,3248
11338,49,1127
11339,42,126
11340,57,1881
11341,37,1665
11342,57,2907
11343,30,1860
11344,47,3948
11345,48,1728
11346,47,1598
11347,46,276
11348,51,2754
11349,44,264
11350,31,2604
11351,55,1760
11352,41,3157
11353,49,3626
11354,45,1575
11355,27,2511
11356,53,4187
11357,28,532
11358,37,3404
11359,45,3465
11360,30,1110
11361,45,3015
11362,39,1872
11363,31,1550
11364,59,1947
11365,55,2255
11366,55,1210
11367,44,3696
11368,32,320
11369,56,3080
11370,61,4819
11371,49,3283
11372,40,1320
11373,32,2368
11374,54,5346
11375,56,2016
11376,51,510
11377,49,343
11378,37,2368
11379,27,648
11380,41,1353
11381,51,1887
11382,51,3570
11383,61,3538
11384,48,3216
11385,39,3666
11386,38,1634
11387,32,1248
11388,47,1645
11389,27,2214
11390,61,1403
11391,39,819
11392,31,2201
11393,32,1568
11394,48,720
11395,27,405
11396,48,4416
11397,50,2500
11398,46,1426
11399,52,2548
11400,49,1911
11401,54,5076
11402,31,961
11403,60,1140
11404,56,1064
11405,41,1927
11406,59,1357
11407,44,2992
11408,51,153
11409,40,200
11410,40,840
11411,49,980
11412,53,159
11413,36,2592
11414,40,600
11415,34,2414
11416,46,1564
11417,28,2436
11418,50,550
11419,55,1705
11420,53,1166
11421,46,3312
11422,55,5060
11423,45,1710
11424,47,4653
11425,39,3237
11426,34,68
11427,39,429
11428,36,1008
11429,34,2550
11430,30,480
11431,47,752
11432,32,192
11433,32,352
11434,55,5225
11435,51,51
11436,37,3478
11437,54,108
11438,29,870
11439,53,2438
11440,58,4176
11441,38,456
11442,46,3956
11443,35,315
11444,48,192
11445,42,1428
11446,39,2769
11447,38,1976
11448,34,3366
11449,32,3168
11450,40,3600
11451,37,2886
11452,39,1443
11453,27,2322
11454,40,2000
11455,41,246
11456,56,3584
11457,59,1947
11458,50,1900
11459,40,1920
11460,32,2528
11461,45,2295
11462,31,1147
11463,58,1914
11464,43,2279
11465,40,2960
11466,31,1984
11467,37,1147
11468,49,4410
11469,27,2295
11470,54,648
11471,57,570
11472,34,2550
11473,48,3744
11474,46,3772
11475,53,1537
11476,60,4920
11477,35,840
11478,32,1280
11479,41,123
11480,57,4446
11481,43,1462
11482,31,2697
11483,48,3120
11484,34,2040
11485,27,1431
11486,53,2915
11487,40,240
11488,32,1664
11489,56,1456
11490,47,4089
11491,49,4851
11492,51,3825
11493,40,2240
11494,56,2408
11495,61,4087
11496,33,1419
11497,29,580
11498,45,1620
11499,55,4400
11500,29,609
11501,43,559
11502,41,1353
11503,41,1558
11504,37,2294
11505,47,2068
11506,43,1763
11507,49,3675
11508,30,2730
11509,59,2714
11510,56,112
11511,57,2337
11512,32,2432
11513,48,1344
11514,41,3731
11515,27,2538
11516,55,5170
11517,57,4446
11518,46,4416
11519,44,3564
11520,36,3528
11521,58,2204
11522,30,90
11523,53,583
11524,58,1682
11525,27,2268
11526,35,3465
11527,44,3564
11528,43,1634
11529,31,1612
11530,52,2756
11531,31,899
11532,49,245
11533,45,810
11534,35,1890
11535,61,305
11536,45,3420
11537,43,1075
11538,48,864
11539,39,2691
11540,59,5074
11541,44,880
11542,40,2600
11543,59,1711
11544,61,1098
11545,51,2142
11546,39,312
11547,44,2728
11548,30,870
11549,42,2688
11550,46,4462
11551,28,364
11552,46,1564
11553,42,588
11554,37,1702
11555,57,4503
11556,30,1800
11557,50,350
11558,46,2392
11559,59,1888
11560,33,693
11561,37,1850
11562,61,5490
11563,39,3042
11564,41,2624
11565,47,2867
11566,28,2660
11567,50,2800
11568,37,703
11569,53,2279
11570,39,702
11571,50,1250
11572,44,2156
11573,27,594
11574,38,684
11575,41,164
11576,43,3784
11577,52,1664
11578,43,1892
11579,35,560
11580,50,3950
11581,56,3696
11582,61,2135
11583,61,4148
11584,57,5643
11585,52,3068
11586,40,3360
11587,43,3182
11588,52,4108
11589,55,2640
11590,59,2596
11591,51,2550
11592,28,616
11593,32,2208
11594,56,3976
11595,45,1845
11596,38,3268
11597,38,2812
11598,51,204
11599,51,1581
11600,31,1705
11601,29,2639
11602,35,1820
11603,50,1150
11604,40,2400
11605,51,2142
11606,28,1820
11607,29,1914
11608,46,3450
11609,29,1914
11610,36,1080
11611,39,585
11612,45,1260
11613,45,1890
11614,49,539
11615,28,756
11616,58,2958
11617,55,1540
11618,45,1620
11619,52,468
11620,36,2304
11621,47,470
11622,34,578
11623,35,2380
11624,31,2883
11625,39,2691
11626,50,4600
11627,28,1372
11628,42,3108
11629,47,4230
11630,28,2184
11631,40,3160
11632,55,770
11633,31,2604
11634,29,783
11635,51,2295
11636,27,2511
11637,43,516
11638,41,2337
11639,31,2263
11640,51,2448
11641,32,3104
11642,51,3009
11643,56,1400
11644,40,440
11645,27,270
11646,60,120
11647,37,888
11648,50,2100
11649,28,1148
11650,57,912
11651,46,3404
11652,38,38
11653,35,630
11654,30,1110
11655,51,3111
11656,52,1456
11657,39,3237
11658,61,5551
11659,33,1617
11660,46,2300
11661,33,2244
11662,43,1935
11663,36,576
11664,45,2880
11665,40,2800
11666,28,1092
11667,38,1900
11668,29,1914
11669,30,2880
11670,49,3577
11671,43,1161
11672,44,352
11673,43,301
11674,59,2891
11675,29,87
11676,59,1003
11677,29,754
11678,43,516
11679,52,2184
11680,41,123
11681,48,1536
11682,47,423
11683,55,1375
11684,61,2989
11685,52,1144
11686,54,2430
11687,61,1891
11688,38,190
11689,39,1209
11690,41,123
11691,59,2832
11692,37,2442
11693,37,3404
11694,32,1024
11695,30,960
11696,50,2550
11697,41,1230
11698,61,5063
11699,35,2835
11700,56,1512
11701,28,756
11702,57,2907
11703,48,864
11704,39,2691
11705,46,3680
11706,44,1232
11707,59,708
11708,36,1332
11709,41,3116
11710,54,4104
11711,39,3471
11712,30,2880
11713,58,2784
11714,56,2464
11715,36,1332
11716,43,1892
11717,53,5035
11718,29,812
11719,56,2184
11720,50,4100
11721,34,2924
11722,59,4425
11723,30,960
11724,33,1254
11725,40,1920
11726,34,2448
11727,54,4482
11728,33,2145
11729,41,3567
11730,56,4312
11731,39,1131
11732,61,5429
11733,40,1320
11734,32,2016
11735,61,2013
11736,51,1173
11737,55,2915
11738,56,4928
11739,35,560
11740,48,2064
11741,32,1952
11742,50,4100
11743,61,5673
11744,54,3294
11745,48,1824
11746,59,413
11747,50,2900
11748,34,1564
11749,47,4230
11750,30,240
11751,40,2000
11752,35,2590
11753,34,2992
11754,50,2950
11755,37,2738
11756,46,3128
11757,61,2867
11758,46,828
11759,36,576
11760,34,102
11761,31,2759
11762,53,1325
11763,46,966
11764,59,1416
11765,28,2464
11766,56,3248
11767,43,1161
11768,57,4674
11769,53,4240
11770,40,160
11771,58,2958
11772,58,4234
11773,60,3960
11774,48,1344
11775,28,168
11776,58,928
11777,42,588
11778,36,720
11779,30,570
11780,52,2964
11781,56,616
11782,52,4524
11783,57,969
11784,51,4284
11785,50,4700
11786,45,3510
11787,37,2442
11788,58,3770
11789,37,3256
11790,46,690
11791,42,2772
11792,49,4557
11793,33,462
11794,29,2842
11795,31,3069
11796,50,1850
11797,57,4332
11798,31,2046
11799,53,3869
11800,58,4466
11801,50,4700
11802,39,3159
11803,41,451
11804,58,1972
11805,47,4136
11806,61,4209
11807,29,2436
11808,34,2312
11809,33,3036
11810,53,3551
11811,50,950
11812,34,578
11813,34,2754
11814,33,3036
11815,60,1980
11816,57,4959
11817,53,106
11818,55,1210
11819,29,1305
11820,29,1856
11821,29,1769
11822,32,2944
11823,53,4664
11824,41,2419
11825,41,82
11826,38,3496
11827,56,1344
11828,38,3078
11829,42,840
11830,35,350
11831,41,2214
11832,54,3186
11833,32,1056
11834,61,1098
11835,60,4260
11836,27,1971
11837,49,2940
11838,32,2336
11839,35,385
11840,45,135
11841,42,1344
11842,39,3120
11843,59,3953
11844,46,1380
11845,56,5376
11846,39,3588
11847,36,144
11848,38,3800
11849,36,2340
11850,38,1710
11851,60,1380
11852,31,2759
11853,45,225
11854,27,729
11855,45,1755
11856,32,1440
11857,51,3315
11858,43,3827
11859,32,2656
11860,54,2538
11861,52,1456
11862,49,2499
11863,51,4029
11864,46,1610
11865,56,728
11866,35,1925
11867,38,418
11868,31,961
11869,58,348
11870,47,2021
11871,48,4224
11872,48,1920
11873,44,2112
11874,54,2214
11875,30,2400
11876,56,2576
11877,36,1908
11878,33,231
11879,42,1512
11880,42,4158
11881,27,1674
11882,42,3066
11883,42,1890
11884,58,3364
11885,58,1508
11886,37,1628
11887,37,3293
11888,42,2058
11889,37,1221
11890,48,3216
11891,48,2592
11892,53,1590
11893,61,3111
11894,57,741
11895,60,120
11896,43,3053
11897,52,1508
11898,46,736
11899,34,1734
11900,38,2204
11901,53,4770
11902,54,3024
11903,48,1440
11904,48,4560
11905,60,4800
11906,39,2340
11907,28,84
11908,45,1395
11909,27,2106
11910,27,594
11911,45,720
11912,41,2050
11913,42,1764
11914,53,1219
11915,51,5100
11916,58,4408
11917,51,204
11918,33,264
11919,49,2352
11920,41,3485
11921,39,741
11922,28,1484
11923,45,3915
11924,53,3286
11925,49,3087
11926,50,4250
11927,31,1612
11928,53,3551
11929,50,2200
11930,46,2300
11931,42,2814
11932,58,3654
11933,41,3895
11934,53,3339
11935,59,2950
11936,46,1610
11937,46,1840
11938,39,3432
11939,43,3655
11940,29,2233
11941,39,2652
11942,51,1020
11943,34,1700
11944,60,4200
11945,38,3230
11946,47,2115
11947,52,520
11948,45,3015
11949,37,111
11950,32,800
11951,32,1536
11952,29,116
11953,45,3420
11954,38,1064
11955,40,1200
11956,27,27
11957,51,51
11958,51,4896
11959,56,2296
11960,61,183
11961,27,1620
11962,37,2886
11963,58,2320
11964,29,348
11965,35,245
11966,31,2976
11967,33,2970
11968,39,3822
11969,31,744
11970,38,1596
11971,59,4189
11972,43,3999
11973,58,4176
11974,56,2352
11975,53,3498
11976,29,2175
11977,40,1440
11978,59,1593
11979,60,5280
11980,52,2808
11981,29,754
11982,37,1036
11983,38,3648
11984,28,196
11985,39,273
11986,35,1085
11987,45,1935
11988,60,420
11989,43,129
11990,37,2590
11991,55,2915
11992,60,2400
11993,52,4628
11994,38,1292
11995,45,2430
11996,41,1640
11997,54,162
11998,61,2989
11999,35,2450
12000,48,144
12001,57,3477
12002,55,2255
12003,47,3854
12004,60,4620
12005,39,1638
12006,46,3128
12007,39,3549
12008,31,2697
12009,51,3774
12010,36,1188
12011,42,1974
12012,57,3021
12013,42,1008
12014,30,2940
12015,28,2688
12016,33,2904
12017,51,3213
12018,35,2275
12019,28,252
12020,57,2166
12021,46,3588
12022,55,2695
12023,31,2635
12024,34,918
12025,49,1470
12026,32,768
12027,56,1512
12028,33,1815
12029,49,2842
12030,34,2142
12031,36,792
12032,55,1540
12033,53,2915
12034,41,2665
12035,37,185
12036,40,1560
12037,41,2255
12038,50,3000
12039,36,2664
12040,40,1920
12041,27,1215
12042,46,2852
12043,46,644
12044,59,1888
12045,27,1458
12046,49,4263
12047,45,1350
12048,47,3713
12049,53,1272
12050,54,918
12051,54,3294
12052,39,3861
12053,28,196
12054,55,1705
12055,31,1922
12056,35,2310
12057,40,2440
12058,46,4554
12059,36,3420
12060,36,2160
12061,45,855
12062,48,4128
12063,44,4004
12064,31,2046
12065,31,527
12066,49,539
12067,38,1520
12068,40,1120
12069,60,2700
12070,42,2730
12071,49,4459
12072,55,1375
12073,46,3128
12074,50,4600
12075,55,4675
12076,51,1734
12077,52,1716
12078,57,285
12079,27,918
12080,58,1044
12081,47,4230
12082,45,3285
12083,31,2759
12084,39,3237
12085,60,5880
12086,40,2960
12087,32,2816
12088,32,1760
12089,44,2772
12090,59,1534
12091,45,2835
12092,29,2233
12093,54,1188
12094,31,2077
12095,54,810
12096,60,2580
12097,34,2006
12098,40,720
12099,45,2520
12100,56,2912
12101,56,2016
12102,46,1978
12103,54,4050
12104,55,3850
12105,43,2279
12106,48,3984
12107,55,935
12108,33,2640
12109,44,748
12110,61,4819
12111,44,1276
12112,60,4980
12113,42,882
12114,55,165
12115,39,975
12116,27,1080
12117,58,4350
12118,47,1316
12119,53,318
12120,37,2479
12121,53,4081
12122,35,735
12123,56,56
12124,27,621
12125,36,540
12126,33,2475
12127,58,3712
12128,31,558
12129,59,2832
